Date,Consumer_BRITANNIA,Consumer_DABUR,Consumer_HINDUNILVR,Consumer_ITC,Consumer_NESTLEIND,Energy_BPCL,Energy_IOC,Energy_NTPC,Energy_RELIANCE,Energy_TATAPOWER,Finance_AXISBANK,Finance_HDFCBANK,Finance_ICICIBANK,Finance_KOTAKBANK,Finance_SBIN,IT_HCLTECH,IT_INFY,IT_TCS,IT_TECHM,IT_WIPRO,Pharma_AUROPHARMA,Pharma_CIPLA,Pharma_DRREDDY,Pharma_LUPIN,Pharma_SUNPHARMA
2004-09-21,0.010756653675189076,0.002857130400988561,-0.011576821942053561,-0.004773552660385261,0.0,0.003540795515100559,0.004681975778514591,0.0,0.010855514618877349,0.02772763674730183,-0.008126973319706354,0.0028391028450078792,0.0356630583139379,0.0019374396001885508,0.005445029192479023,0.03877761891178455,0.011251900098981915,0.0223873534729655,0.0,0.031588941920695834,-0.005958266160782322,0.03467682977336484,0.002133097817852647,-0.005304658095977799,0.0361505707107066
2004-09-22,-0.0013945133314220426,0.008140039292779733,-0.004038772113688527,-0.010017405862033368,0.0,-0.00977069822968657,-0.0004546418527324736,0.0,-0.007980332912654653,-0.006066416820073139,0.017947756803887938,0.014771105479950863,0.0221492130607317,0.0022098899080502665,0.026661107514766913,-0.00445733825942507,-0.0075470716999122,0.00598585721299183,0.0,0.011514433471652818,-0.0069929765363724306,-0.001052840349602735,0.008314487027411,-0.009184432892575312,0.0007218510433215641
2004-09-23,0.0011025221076372826,-0.0016148936127615698,-0.023519882028401495,-0.005059384842394987,0.0,-0.04056456309287915,-0.01137142436545846,0.0,-0.006753348235839951,-0.0012849420198325356,-0.007665801524328941,-0.004366819501338992,-0.02251566423361917,0.051819215307913336,-0.020085214824400288,-0.018188941869374253,-0.019957890695446512,-0.020721296897502572,0.0,-0.02144685762413845,-0.010778959187455195,-0.011417557041885407,-0.010093046099157399,0.035060195048313814,-0.012623281129475084
2004-09-24,-0.011893475487301575,-0.00849167360937464,0.0,-0.006895083937643376,0.0,0.0008570073410882895,0.0021854083005712344,0.0,-0.0023997158203150626,0.009971081169104279,-0.008497463056814869,-0.014010739525151972,0.012296498802304656,-0.014412977968023766,-0.00890265142564206,-0.005301218232962035,-0.01002888865028384,-0.001417080080427624,0.0,-0.01753347938277816,0.021066350569062253,0.016169151868333786,0.0027322242120768614,0.025711377913989475,0.01424577019202622
2004-09-27,-0.01173937048848761,0.00040783966945934225,-0.001245859833703289,-0.011586044663245532,0.0,0.005565875798857034,0.0089521619339199,0.0,-0.0069159662974617175,-0.013216562524214437,0.003895612823237915,-0.015321856655055921,0.010436287217111317,-0.0140919641237921,-0.010340549891276307,-0.0038395310541278205,0.01595464591780127,-0.007814967613637092,0.0,-0.009866985903291714,0.04709729106553162,-0.013638727015681251,-0.0029906294583815773,0.007393346149626945,0.04261700027185822
2004-09-28,-0.007442976281937352,-0.008153312569955884,-0.0008315881423791582,-0.00948282579753057,0.0,-0.008373579850914359,-0.020020482985208643,0.0,0.0018167342500721162,-0.02323706453467922,-0.00931314578404907,0.01668959920835822,-0.012529671930229691,-0.0072815653837844385,-0.014986789590031413,-0.014381867190162878,-0.016954276749196917,-0.005094255414869964,0.0,-0.010312037358730652,0.004484330037733297,0.0026591300529101858,-0.01706437569601338,0.003914150625048185,-0.009902110152375299
2004-09-29,0.00893798392360301,0.006987261686273394,0.03370782664110883,0.008509952244170726,0.0,0.011163616022554335,0.010911194694680715,0.0,0.036268363673940485,0.032050255990488274,-0.005483795269551228,-0.0024684887253608734,-0.009259268586206848,0.002173268496954428,0.013821903106755018,0.020545171510194304,0.017370804377385696,0.015203436998822317,0.0,0.022765105293941268,-0.03720238187391223,0.010431402727413719,-0.011392870633364027,0.013924667075182473,-0.03395745658123306
2004-09-30,-0.0017266946907545933,-0.006938778624242636,0.009661872843175434,-0.0004834341569165401,0.0,-0.0055201828100118755,0.00401890134611671,0.0,0.006999780617379159,0.007043360442521518,0.02126825240285357,-0.005196710845474128,-0.009172742866243588,-0.004608245371590436,-0.010568576403725438,0.018587359945963833,0.033904490980054325,-0.0037827588885184227,0.0,0.021830275489284512,0.05002115047884992,0.03709534339950604,0.011387004410708723,0.002952637927378099,0.029733956837361575
2004-10-01,-0.01436416969673604,-0.010686404837531582,0.009569353537803194,-0.007562822115099399,0.0,0.028892667317803822,0.0009148990972465132,0.0,0.02963895765422575,0.01414717089256623,0.01774003390122747,0.02176616874113768,0.010655039655429022,0.02505441553271548,0.022965204332700218,0.04351487779004071,0.004570923031554042,0.02005644637873316,0.0,0.012818382909246973,-0.006824596725822918,0.00404922999689461,0.02638362979512432,-0.0039709834365977414,-0.01601590469312808
2004-10-04,-0.0031283661662367956,0.01869550347506732,0.003554538570778032,0.015240832456177467,0.0,-0.01632314760057807,0.010626058761540325,0.0,0.02428505665598224,0.022884059969865644,0.009473285554453703,0.01302495039500573,0.007431770221196121,0.008501586078989876,0.008040074314012102,-0.003766543901222108,0.014472346639696099,0.027488832843708177,0.0,0.0389610520748509,-0.028833189900992595,0.007897853032421631,0.01645404185576549,0.013953800102515457,0.03148390874125906
2004-10-05,0.0066590923583653705,0.0032626395682111564,-0.014561244069879575,0.0003054171656133864,0.0,0.019406579643285626,0.022724746193445,0.0,-0.011534268596817165,-0.018541226604950167,0.037537538397563575,0.000360475593088605,0.02247378907397013,-0.005532115108995206,0.014708911224798005,0.0050229973817352835,-0.004282669315067489,0.0039014873867859734,0.0,0.014570037462324104,0.015122035380151999,-0.01733912843388752,-0.010531758995008023,-0.022710263504018502,0.018544131878121872
2004-10-06,-0.014066347653723388,0.017073173568335154,0.015575116814442458,-0.01710143434090461,0.0,-0.01986482173612747,-0.013155012972838609,0.0,0.011946709222662388,-0.012177967592321148,0.03798846481893969,-0.009969991964620895,-0.0072147320951448934,-0.008476813107926362,-0.019191504883640298,-0.005911468683853172,-0.02013950852314006,0.0008328161883290885,0.0,-0.023777671032496617,0.019953520855659823,-0.021547344542830693,-0.019119563459880085,0.007075395309108057,-0.024652219414452392
2004-10-07,-0.021053410704781395,-0.0039968177314200215,0.010617368917973158,-0.005015514287743161,0.0,-0.014215350204679345,-0.02061162193672139,0.0,0.02278753685116275,0.046467521336709616,0.018473292765112115,-0.004731853898479965,-0.00405610566766923,0.00988509027165585,0.01321816545901311,0.014433983298810293,0.011655855917566349,0.014330621625248341,0.0,0.016800584925647843,-0.0009379565509897159,0.007629659361480412,0.014267483695817207,-0.020526214891014916,-0.017623200432429154
2004-10-08,0.02599655733645556,-0.007624419481377265,0.0023346540992825737,-0.0031226335490978085,0.0,-0.014563081097307307,0.0016013090271964625,0.0,-0.007784514660950648,-0.009515221853379163,0.06844627128673264,-0.0009752752925176189,0.005769533805348059,-0.010581950244842209,0.0049306460989535505,0.03597122419158505,0.001495191338683588,0.0008751098616146535,0.0,0.008617333209662847,0.013412017606547533,-0.0006883654294820296,0.014529124758572154,-0.01504922247239815,0.004130721481786281
2004-10-11,-0.009828000040771334,-0.004447986455279218,-0.0027174386275051754,-0.006354320851376549,0.0,0.007678915990152024,-0.0009135409497499358,0.0,-0.013617096226445802,-0.018908198849198365,0.00768737272250708,-0.002074413365172778,-0.03425005460256236,-0.006951928492584747,-0.018603710823623998,-0.004886815730807181,-0.012587453169039753,-0.00797771460410246,0.0,-0.010503263851288192,-0.017072537813768607,-0.004477326035811413,-0.007551084464681002,-0.012280460164820206,-0.0015279481473942091
