window_start,window_end,VaR_95,ES_95,Max_Drawdown,Sector_Contributions
2013-02-11,2015-03-02,0.0018512895817022336,0.0028712556694042058,-0.016663487932399437,"{'Consumer': 0.0020290714797140566, 'Energy': 0.005225746588736735, 'Finance': 0.00609031454513358, 'IT': 0.0009638463135871175, 'Pharma': 0.002723928362311042}"
2013-03-12,2015-04-01,0.001637848741128951,0.002889971811682257,-0.016263723002737034,"{'Consumer': 0.002071537874334552, 'Energy': 0.005227147461669585, 'Finance': 0.006082521283429297, 'IT': 0.0010025911205402034, 'Pharma': 0.002777280252190214}"
2013-04-12,2015-05-06,0.0014725459181380758,0.0032139767299429823,-0.015359658316681235,"{'Consumer': 0.0022325107225277044, 'Energy': 0.0052946522070038676, 'Finance': 0.006050584699458368, 'IT': 0.001027186200122622, 'Pharma': 0.0029859472775943183}"
2013-05-16,2015-06-04,0.0011540802827365367,0.0032513872696498173,-0.0147914127680212,"{'Consumer': 0.0021895561159828883, 'Energy': 0.005288240023556699, 'Finance': 0.005970569086414979, 'IT': 0.0012696720671834928, 'Pharma': 0.003027938465412291}"
2013-06-14,2015-07-03,0.001105693520921459,0.0033289645157171754,-0.014816859441880943,"{'Consumer': 0.0022202120109304944, 'Energy': 0.005322350360832106, 'Finance': 0.006015248689163872, 'IT': 0.0013427582376656776, 'Pharma': 0.003029607660889724}"
2013-07-15,2015-08-03,0.0012873306113645806,0.0033530442877983567,-0.015317443939094986,"{'Consumer': 0.0021971949720684543, 'Energy': 0.005129865310112533, 'Finance': 0.00592778828340297, 'IT': 0.0012266913030396763, 'Pharma': 0.003103251013875271}"
2013-08-14,2015-09-01,0.032209293331614305,0.03840091860053613,-0.9997185659154216,"{'Consumer': -0.0018955879417930364, 'Energy': -0.004820359667839798, 'Finance': -0.0054994893828905255, 'IT': -0.0011870816179723545, 'Pharma': -0.0026662657197402376}"
2013-09-16,2015-10-05,0.031100955818302713,0.03596623059996598,-0.9995755133413355,"{'Consumer': -0.0016114999377451597, 'Energy': -0.00468789011051417, 'Finance': -0.005098623682711704, 'IT': -0.001307513064565812, 'Pharma': -0.0025912722768932665}"
2013-10-17,2015-11-04,0.030496178895155397,0.03569370366619154,-0.9995531518652777,"{'Consumer': -0.0016192460763528736, 'Energy': -0.004589490685733587, 'Finance': -0.004820183105236971, 'IT': -0.0014887368522266977, 'Pharma': -0.0026731283580450375}"
2013-11-19,2015-12-08,0.030915871227688907,0.03581072135428515,-0.9995845155912528,"{'Consumer': -0.0016384749665000393, 'Energy': -0.0045277360259489245, 'Finance': -0.0046864171203919594, 'IT': -0.0015879276379577947, 'Pharma': -0.002888051243650993}"
2013-12-18,2016-01-07,0.031153253080358965,0.03619203836570347,-0.9996223920502308,"{'Consumer': -0.0016981500915336416, 'Energy': -0.0044547289936983404, 'Finance': -0.004591915284561643, 'IT': -0.0016984996807432875, 'Pharma': -0.0030424155843583813}"
2014-01-17,2016-02-08,0.03170538445728993,0.036760332017331636,-0.9997079467314632,"{'Consumer': -0.0017547143296946814, 'Energy': -0.004505122164088567, 'Finance': -0.004684980839044582, 'IT': -0.001759084347236873, 'Pharma': -0.0033206989091070023}"
2014-02-17,2016-03-09,0.03258392159443371,0.03829046071652959,-0.9998005886346586,"{'Consumer': -0.001954215146889799, 'Energy': -0.004545277903035421, 'Finance': -0.0048886164490940884, 'IT': -0.001952419904629392, 'Pharma': -0.003404066500338176}"
2014-03-20,2016-04-11,0.03286907781588444,0.038547750037629544,-0.9998281104339534,"{'Consumer': -0.0020146955284423033, 'Energy': -0.004496550104148557, 'Finance': -0.0049077347572750694, 'IT': -0.002048752082155694, 'Pharma': -0.0035800070908679374}"
2014-04-23,2016-05-13,0.03301167900777764,0.03868672148819532,-0.9998429175222028,"{'Consumer': -0.0020621073691465246, 'Energy': -0.004459323760374929, 'Finance': -0.004904305002785675, 'IT': -0.0021682260655400934, 'Pharma': -0.003626481893288968}"
2014-05-23,2016-06-13,0.03311112339493502,0.038768562322213394,-0.9998550735063069,"{'Consumer': -0.0021566546596835604, 'Energy': -0.0042777586931279695, 'Finance': -0.004844166842538614, 'IT': -0.0022669169294780955, 'Pharma': -0.0038093117264407575}"
2014-06-23,2016-07-13,0.03327350928028807,0.03869679753154826,-0.9998464788011122,"{'Consumer': -0.0020963055603703657, 'Energy': -0.0041156196309220395, 'Finance': -0.004864914041953495, 'IT': -0.0023343036778131683, 'Pharma': -0.0038581414104672308}"
2014-07-22,2016-08-11,0.03276543405351099,0.03851051728515898,-0.9998470908885253,"{'Consumer': -0.0021424043617789532, 'Energy': -0.004031432323380534, 'Finance': -0.004843776432402396, 'IT': -0.0023049004603566074, 'Pharma': -0.003929914556726773}"
2014-08-22,2016-09-14,0.03267295029838481,0.038440524557286394,-0.9998500519098252,"{'Consumer': -0.0022139099332930752, 'Energy': -0.003996559384160761, 'Finance': -0.004822737023902316, 'IT': -0.0023073479138310884, 'Pharma': -0.003962815583175053}"
2014-09-23,2016-10-17,0.0329261105421817,0.03849347283888215,-0.9998580871743838,"{'Consumer': -0.0022989184507078513, 'Energy': -0.003909910480729414, 'Finance': -0.0048821809842070005, 'IT': -0.0023181833564403253, 'Pharma': -0.004039974134422311}"
2014-10-29,2016-11-17,0.033358290858303954,0.03897883604513306,-0.9998781946839214,"{'Consumer': -0.0023531995371598637, 'Energy': -0.003948853030265415, 'Finance': -0.004913730357528621, 'IT': -0.0023859304915009685, 'Pharma': -0.004104623785399809}"
2014-12-01,2016-12-16,0.03349030224725852,0.039102173139740376,-0.9998931196486168,"{'Consumer': -0.0024225444488635488, 'Energy': -0.003944887959592117, 'Finance': -0.004956617185598529, 'IT': -0.0024363546007646537, 'Pharma': -0.00420731434633073}"
2014-12-31,2017-01-16,0.03335141428901079,0.03893903606377695,-0.9998790613430016,"{'Consumer': -0.002349248147664374, 'Energy': -0.003835441044384843, 'Finance': -0.004954497570235626, 'IT': -0.002381591816495578, 'Pharma': -0.004195836372429759}"
2015-01-30,2017-02-15,0.032986826399362915,0.038454994888858215,-0.9998769183504448,"{'Consumer': -0.0023690997343881735, 'Energy': -0.0038491201619536048, 'Finance': -0.004931342871179534, 'IT': -0.0023364256234273567, 'Pharma': -0.004218905820827058}"
2015-03-03,2017-03-20,0.032699016410086,0.03823631629886741,-0.999862000380594,"{'Consumer': -0.0024336578953789165, 'Energy': -0.0038088704423390614, 'Finance': -0.004731395332056363, 'IT': -0.0024020853620244894, 'Pharma': -0.004081876338776528}"
2015-04-06,2017-04-20,0.032161123939018744,0.03767344710029833,-0.9998340250959021,"{'Consumer': -0.002332202530975499, 'Energy': -0.0036573514989796632, 'Finance': -0.004639501294362686, 'IT': -0.002375205852570146, 'Pharma': -0.00407898585968339}"
2015-05-07,2017-05-22,0.03100106754643435,0.0362854561501412,-0.9997493461145909,"{'Consumer': -0.002185957216546216, 'Energy': -0.003521990196576996, 'Finance': -0.004601193019914369, 'IT': -0.0021996479645058787, 'Pharma': -0.0038207056043288953}"
2015-06-05,2017-06-20,0.030334442497422766,0.03543584521984715,-0.9996965250308856,"{'Consumer': -0.0020797294634567675, 'Energy': -0.003418415322930838, 'Finance': -0.004414705998027952, 'IT': -0.00218682127801724, 'Pharma': -0.003837327718431764}"
2015-07-06,2017-07-20,0.02936674213241435,0.03508327663988542,-0.9996718842227328,"{'Consumer': -0.002083433403812097, 'Energy': -0.0033765806084741414, 'Finance': -0.004377003405397599, 'IT': -0.0021223858219381452, 'Pharma': -0.0038132464632405897}"
2015-08-04,2017-08-21,0.029330133186599605,0.03505903559106196,-0.9996807320052784,"{'Consumer': -0.002118435959466093, 'Energy': -0.0033670949122053128, 'Finance': -0.004331830059523714, 'IT': -0.0021642210935162286, 'Pharma': -0.003857344222040063}"
2015-09-02,2017-09-20,0.027275423776174645,0.031759508845950975,-0.9993594228706869,"{'Consumer': -0.0019163614006144191, 'Energy': -0.003019474642286668, 'Finance': -0.0039055165211410226, 'IT': -0.0019970225236501157, 'Pharma': -0.0036574481350933542}"
2015-10-06,2017-10-23,0.026939373163263648,0.03103887501384214,-0.9992990645294156,"{'Consumer': -0.0019690348950767967, 'Energy': -0.0029323732720954888, 'Finance': -0.003728669946090445, 'IT': -0.0019174283989073179, 'Pharma': -0.0037509324275487354}"
2015-11-05,2017-11-21,0.0022303258034103365,0.0018733380590621003,-0.01585431636197657,"{'Consumer': 0.0021597871363527145, 'Energy': 0.0033589462991401907, 'Finance': 0.004206385142537804, 'IT': 0.0017904327210406497, 'Pharma': 0.0034691061633897067}"
2015-12-09,2017-12-20,0.0021583222836761124,0.0017528195564847561,-0.015989964328673143,"{'Consumer': 0.0021553523559583966, 'Energy': 0.00337842466699378, 'Finance': 0.004212743468303714, 'IT': 0.0017615630853970075, 'Pharma': 0.003472558885337995}"
2016-01-08,2018-01-19,0.002195024300085339,0.0016021764567763124,-0.01643623192070705,"{'Consumer': 0.0020973093089091534, 'Energy': 0.003251279939952066, 'Finance': 0.004190615570793311, 'IT': 0.0017165535083284518, 'Pharma': 0.003411291022476931}"
2016-02-09,2018-02-21,0.002160238656573886,0.0017963359611274515,-0.016801886279025232,"{'Consumer': 0.002108928553218593, 'Energy': 0.00313143174347854, 'Finance': 0.004085041003407461, 'IT': 0.0017855207142734014, 'Pharma': 0.0033226475793838597}"
2016-03-10,2018-03-23,0.002093767905588901,0.0013825201908672388,-0.012694191276860067,"{'Consumer': 0.0018735218154884454, 'Energy': 0.0030087633998916613, 'Finance': 0.0036836530220303284, 'IT': 0.001434253805438647, 'Pharma': 0.0033677965177330723}"
2016-04-12,2018-04-25,0.0018594040779471848,0.001446257029650471,-0.013162568795769639,"{'Consumer': 0.0018402631871035622, 'Energy': 0.003041840578231384, 'Finance': 0.0036328203031553786, 'IT': 0.0012711158640845994, 'Pharma': 0.0033908563542376755}"
2016-05-16,2018-05-25,0.0020964427600837767,0.0013836136891208395,-0.013334262757232995,"{'Consumer': 0.0018253682100716343, 'Energy': 0.003002255217588312, 'Finance': 0.0035756011058942186, 'IT': 0.0011542491022234348, 'Pharma': 0.003449488919913862}"
2016-06-14,2018-06-25,0.001925276799384462,0.0015433984895467893,-0.013529177796705974,"{'Consumer': 0.0017329049509436307, 'Energy': 0.002977784369291287, 'Finance': 0.003395887567093351, 'IT': 0.0009652833324615609, 'Pharma': 0.0038154936777646687}"
2016-07-14,2018-07-24,0.0018547670378382662,0.0015024940631855482,-0.013673398118929266,"{'Consumer': 0.001683905199661419, 'Energy': 0.0029777691447182386, 'Finance': 0.0032973425720142406, 'IT': 0.0008923873518118935, 'Pharma': 0.0039006906510257863}"
2016-08-12,2018-08-24,0.001836624572583535,0.0014032660010051268,-0.013822914409643951,"{'Consumer': 0.0017412530193914087, 'Energy': 0.0027990247477608053, 'Finance': 0.003365717780961962, 'IT': 0.0009338331622696467, 'Pharma': 0.0039764702516904985}"
2016-09-15,2018-09-26,0.0017835835842258299,0.0010808393071319309,-0.012912868384442729,"{'Consumer': 0.001892896686944664, 'Energy': 0.00280724419187697, 'Finance': 0.0032665967021919843, 'IT': 0.001040962547436014, 'Pharma': 0.0041593301849347725}"
2016-10-18,2018-10-29,0.0026294240532358584,0.0013040835595828605,-0.028316600423728376,"{'Consumer': 0.0020310271617816284, 'Energy': 0.0035218756789088604, 'Finance': 0.0034568454752060707, 'IT': 0.0011708598650664412, 'Pharma': 0.004017211343511817}"
2016-11-18,2018-11-29,0.0026716625695680763,0.0009534127619770024,-0.028774296991831056,"{'Consumer': 0.0021351247485671366, 'Energy': 0.00359539979578785, 'Finance': 0.003358331480569811, 'IT': 0.001178697770584339, 'Pharma': 0.003869664924292657}"
2016-12-19,2018-12-31,0.0026848535342457393,0.0015288036597917928,-0.02866349937857831,"{'Consumer': 0.0022126721367314154, 'Energy': 0.0035822362543185414, 'Finance': 0.0033631176709069304, 'IT': 0.0011594199888189584, 'Pharma': 0.0038497013617491836}"
2017-01-17,2019-01-29,0.0025609916126653315,0.001658923295421209,-0.02893009037376559,"{'Consumer': 0.002120697186338058, 'Energy': 0.003505254895144823, 'Finance': 0.0033382129428567225, 'IT': 0.001177540807463158, 'Pharma': 0.0038529485340741787}"
2017-02-16,2019-02-28,0.0027550961808791618,0.001385238719843715,-0.02879735655116626,"{'Consumer': 0.0021668371656981575, 'Energy': 0.0034961076085901293, 'Finance': 0.0032507469874301083, 'IT': 0.0012696267657740323, 'Pharma': 0.003908777810577015}"
2017-03-21,2019-04-03,0.0027930888074633085,0.0013273392043089405,-0.028479823915130122,"{'Consumer': 0.0021043798185020903, 'Energy': 0.003680595011308203, 'Finance': 0.0033025776425801606, 'IT': 0.0012217566363083787, 'Pharma': 0.0038610189160863213}"
2017-04-21,2019-05-08,0.0029567184946137663,0.0011674299492194173,-0.028100139696696058,"{'Consumer': 0.0021266071451362047, 'Energy': 0.0037729409556808953, 'Finance': 0.003325217549315849, 'IT': 0.0013001222667586676, 'Pharma': 0.0038208948593089036}"
2017-05-23,2019-06-07,0.003093641522500016,0.0010846585088384797,-0.027492223641282103,"{'Consumer': 0.002139719933320911, 'Energy': 0.0040928257185204, 'Finance': 0.003472152029661671, 'IT': 0.0012872678208993616, 'Pharma': 0.003695527506773083}"
2017-06-21,2019-07-08,0.0259506780748965,0.02986002059313622,-0.9990957029048848,"{'Consumer': -0.0018509408469535426, 'Energy': -0.0042009786880289, 'Finance': -0.0031792429610676327, 'IT': -0.0008901901871308354, 'Pharma': -0.0036875457970455784}"
2017-07-21,2019-08-06,0.026235244900477152,0.029955345175983826,-0.9991949556651163,"{'Consumer': -0.0018487452559279238, 'Energy': -0.004314736669299402, 'Finance': -0.003262419837178158, 'IT': -0.0008170332901472353, 'Pharma': -0.0037796501298560936}"
2017-08-22,2019-09-09,0.02647314584141061,0.03008933607538713,-0.9991510750670581,"{'Consumer': -0.0018390253054802964, 'Energy': -0.004517098507575585, 'Finance': -0.0033659496347102345, 'IT': -0.0007693829187207373, 'Pharma': -0.0034321725292559145}"
2017-09-21,2019-10-11,0.027084001683420802,0.030721626156422533,-0.9993589775513371,"{'Consumer': -0.0020154316074693177, 'Energy': -0.004590102826771378, 'Finance': -0.003921197043641288, 'IT': -0.000579501453171224, 'Pharma': -0.0033657224819747876}"
2017-10-24,2019-11-13,0.026974819651556525,0.030622886717786683,-0.9993066247110899,"{'Consumer': -0.001995593783525673, 'Energy': -0.0045858726732180425, 'Finance': -0.0038704798488584267, 'IT': -0.000553611679096719, 'Pharma': -0.0033167880996429703}"
2017-11-22,2019-12-12,0.026991045357973982,0.030703958755489966,-0.9993648189154462,"{'Consumer': -0.002071841859632495, 'Energy': -0.004654786722381787, 'Finance': -0.0036838698324063363, 'IT': -0.0007012583506411895, 'Pharma': -0.0033939690611235504}"
2017-12-21,2020-01-13,0.026978933530903845,0.03071828465682418,-0.9993372021323358,"{'Consumer': -0.002084948020821036, 'Energy': -0.00465362415527701, 'Finance': -0.0037111011238176272, 'IT': -0.0006362528331890454, 'Pharma': -0.0033288246358066384}"
2018-01-22,2020-02-11,0.027501910997840082,0.03114794112780829,-0.9994596304562318,"{'Consumer': -0.002061282664010154, 'Energy': -0.00477134273481218, 'Finance': -0.0037810653007186827, 'IT': -0.0008158451908200524, 'Pharma': -0.003374151715448708}"
2018-02-22,2020-03-13,0.030571011216871717,0.03925271920652198,-0.9998968401551269,"{'Consumer': -0.0024320456360125866, 'Energy': -0.005033039912592247, 'Finance': -0.004373384700289005, 'IT': -0.0019009869876170891, 'Pharma': -0.0042746646282604914}"
2018-03-26,2020-04-17,0.03929408319913534,0.05546186847343727,-0.9999975069525039,"{'Consumer': -0.004182323758597809, 'Energy': -0.005876368002875473, 'Finance': -0.006364473534906122, 'IT': -0.003892801672310469, 'Pharma': -0.00491208503032094}"
2018-04-26,2020-05-19,0.04029708949541862,0.057134063429049434,-0.9999982410694948,"{'Consumer': -0.004297238825276106, 'Energy': -0.006021240872667422, 'Finance': -0.0068312367929768865, 'IT': -0.004144971401733977, 'Pharma': -0.004610764255987229}"
2018-05-28,2020-06-18,0.040729372009912536,0.05768102944639057,-0.9999983240306037,"{'Consumer': -0.0042860260646960515, 'Energy': -0.006047054184891583, 'Finance': -0.0070413679775881794, 'IT': -0.0041560699767449446, 'Pharma': -0.004452016070389089}"
2018-06-26,2020-07-17,0.04123519246547043,0.05805314715670561,-0.9999983774678258,"{'Consumer': -0.004211726494065199, 'Energy': -0.00612590165241396, 'Finance': -0.007109715544171895, 'IT': -0.00420555034038688, 'Pharma': -0.004413168816406323}"
2018-07-25,2020-08-17,0.04125096246752622,0.058056450111146844,-0.9999983116697829,"{'Consumer': -0.004235084638820176, 'Energy': -0.006081852036400952, 'Finance': -0.0071740347374126, 'IT': -0.004191642880410415, 'Pharma': -0.004317781997087235}"
2018-08-27,2020-09-15,0.04165030639887706,0.05887065812191707,-0.9999985310898071,"{'Consumer': -0.0042711468705144955, 'Energy': -0.006122004181182684, 'Finance': -0.00725238185882658, 'IT': -0.004154711099833976, 'Pharma': -0.004431110665936663}"
2018-09-27,2020-10-15,0.043265404191290054,0.06046230502269981,-0.9999987020172798,"{'Consumer': -0.004174040274433011, 'Energy': -0.006195261783347754, 'Finance': -0.007284211545951006, 'IT': -0.00433869020960979, 'Pharma': -0.004512124922133791}"
2018-10-30,2020-11-13,0.041302928070339036,0.05895606230017201,-0.9999981815382155,"{'Consumer': -0.004088282999345173, 'Energy': -0.00580107517500487, 'Finance': -0.00724990143904695, 'IT': -0.004304704354876383, 'Pharma': -0.004408004842984768}"
2018-11-30,2020-12-15,0.04132562160938173,0.05895495173334231,-0.9999980999922082,"{'Consumer': -0.0040477212309553345, 'Energy': -0.005734072352650269, 'Finance': -0.007274788871245513, 'IT': -0.004280917832421804, 'Pharma': -0.004406708612594475}"
2019-01-01,2021-01-14,0.04102174157672855,0.05971907990644155,-0.9999980901555126,"{'Consumer': -0.004006287423212087, 'Energy': -0.005829479890757881, 'Finance': -0.0072364132265537486, 'IT': -0.004278713260128591, 'Pharma': -0.004396334972547467}"
2019-01-30,2021-02-15,0.04233212765723458,0.06013378563341018,-0.9999983919328442,"{'Consumer': -0.004021962608055909, 'Energy': -0.005956581057409709, 'Finance': -0.007368952441208378, 'IT': -0.004325005277527505, 'Pharma': -0.004402463583630959}"
2019-03-01,2021-03-17,0.04327376444141398,0.06108440915064886,-0.9999986156962044,"{'Consumer': -0.003995394206097713, 'Energy': -0.005969624037529581, 'Finance': -0.0075083021310482076, 'IT': -0.004409135041263671, 'Pharma': -0.004467806916005566}"
2019-04-04,2021-04-20,0.04501181131824804,0.06195301376010267,-0.9999988610680878,"{'Consumer': -0.0040449158356353114, 'Energy': -0.0061408828034199715, 'Finance': -0.007660829751501897, 'IT': -0.004500962768064149, 'Pharma': -0.00439986702779943}"
2019-05-09,2021-05-21,0.04504268952604584,0.061986219554552156,-0.9999988092126175,"{'Consumer': -0.003986738957953436, 'Energy': -0.0060637599528421725, 'Finance': -0.007678142007490852, 'IT': -0.004510698025926647, 'Pharma': -0.0044226104990631315}"
2019-06-10,2021-06-21,0.04484423310324839,0.06178916181465697,-0.9999986648777628,"{'Consumer': -0.003975862837128201, 'Energy': -0.005930022924632537, 'Finance': -0.007642834973509327, 'IT': -0.004504402758710207, 'Pharma': -0.004369043921452956}"
2019-07-09,2021-07-20,0.04448922181170602,0.06167325876023533,-0.9999985441555052,"{'Consumer': -0.003960326976529027, 'Energy': -0.005852901538719269, 'Finance': -0.00765628376037411, 'IT': -0.0044915337897092214, 'Pharma': -0.004299124082695109}"
2019-08-07,2021-08-20,0.044514464784642264,0.06166089552032958,-0.9999984424268968,"{'Consumer': -0.003898459907200635, 'Energy': -0.0057838085416941866, 'Finance': -0.007593701696778551, 'IT': -0.00448241865891504, 'Pharma': -0.004388319338384814}"
2019-09-11,2021-09-21,0.04445643032432873,0.06157514262948771,-0.9999983099709437,"{'Consumer': -0.0038437170295450873, 'Energy': -0.005702802700960747, 'Finance': -0.007497094640702528, 'IT': -0.004491242476023454, 'Pharma': -0.0044528219238975965}"
2019-10-14,2021-10-21,0.04409610352546741,0.06129031520866561,-0.9999979885370108,"{'Consumer': -0.0037951430942294714, 'Energy': -0.005657831880278909, 'Finance': -0.00720884593896502, 'IT': -0.004641443189834306, 'Pharma': -0.004331411147508312}"
2019-11-14,2021-11-23,0.04572590388994186,0.0618748210366699,-0.999998347960529,"{'Consumer': -0.00383401560333749, 'Energy': -0.005765950352780919, 'Finance': -0.007299044186696086, 'IT': -0.004714732178517131, 'Pharma': -0.0044143766963490455}"
2019-12-13,2021-12-22,0.045870733679622744,0.062036353823502276,-0.9999985227076182,"{'Consumer': -0.003868227886739004, 'Energy': -0.005887157477883969, 'Finance': -0.007417614145904127, 'IT': -0.004711848112245809, 'Pharma': -0.004340852439690335}"
2020-01-14,2022-01-20,0.045886284556498944,0.06204920164576652,-0.9999985282618121,"{'Consumer': -0.0038827043389449653, 'Energy': -0.005843556511614739, 'Finance': -0.007383032024384631, 'IT': -0.0047669871744814895, 'Pharma': -0.0043567955814350825}"
2020-02-12,2022-02-21,0.0469698396863555,0.06284504664338907,-0.9999987845669649,"{'Consumer': -0.003980487788855968, 'Energy': -0.0058332766219349064, 'Finance': -0.00743372981531793, 'IT': -0.004926868595148399, 'Pharma': -0.004433568441409124}"
2020-03-16,2022-03-24,0.04448948260293956,0.0583871035444186,-0.9999969243414768,"{'Consumer': -0.0038043457398392127, 'Energy': -0.005607793967681522, 'Finance': -0.007226054416864818, 'IT': -0.004575541017903346, 'Pharma': -0.0037356544980256356}"
2020-04-20,2022-04-26,0.035611671701513345,0.0436443685465137,-0.9999063179081565,"{'Consumer': -0.002032294230230469, 'Energy': -0.004736486620835854, 'Finance': -0.0055050410069643054, 'IT': -0.0032745885446798196, 'Pharma': -0.002675964131408978}"
2020-05-20,2022-05-26,0.03573125103183385,0.0432057840958411,-0.9999143713560784,"{'Consumer': -0.002069958355212498, 'Energy': -0.0046457885385768685, 'Finance': -0.004836291733981841, 'IT': -0.0033330812953154413, 'Pharma': -0.0034680376682588916}"
2020-06-19,2022-06-24,0.03578483021824645,0.043531609561328885,-0.9999266866010706,"{'Consumer': -0.002090421134459812, 'Energy': -0.004690630154561391, 'Finance': -0.004564134693943051, 'IT': -0.00363341264411892, 'Pharma': -0.003706357453195034}"
2020-07-20,2022-07-25,0.035511823940823785,0.043204056242982646,-0.9999202253290066,"{'Consumer': -0.0021822453045120837, 'Energy': -0.004517188377764738, 'Finance': -0.004430641222705207, 'IT': -0.003647720949386844, 'Pharma': -0.003747818413141437}"
2020-08-18,2022-08-25,0.03554137779453915,0.04320790638796655,-0.9999220047285399,"{'Consumer': -0.0021954239758318374, 'Energy': -0.004515759390198807, 'Finance': -0.004357690153643182, 'IT': -0.0037670003929759343, 'Pharma': -0.0037380708500491435}"
2020-09-16,2022-09-26,0.03556719879977258,0.042955778112279734,-0.9999296535338228,"{'Consumer': -0.002190621329335039, 'Energy': -0.004525174556688847, 'Finance': -0.004337676078725192, 'IT': -0.004025695771666202, 'Pharma': -0.0036880651909335454}"
2020-10-16,2022-10-27,0.03473045032238788,0.041162283875432415,-0.999900030505697,"{'Consumer': -0.002146739217163941, 'Energy': -0.00441786049216313, 'Finance': -0.004223655655825398, 'IT': -0.0038893187534261692, 'Pharma': -0.0034057650675189998}"
2020-11-14,2022-11-28,0.034504664115736695,0.04094606577516943,-0.9998928503799909,"{'Consumer': -0.0021324661692831335, 'Energy': -0.004417246964487419, 'Finance': -0.004100529025163296, 'IT': -0.003934386323241319, 'Pharma': -0.0033684222109342413}"
2020-12-16,2022-12-27,0.03449016342297893,0.04092316342384325,-0.9999001921621039,"{'Consumer': -0.0021695591149479736, 'Energy': -0.004512330297145591, 'Finance': -0.004089180544498974, 'IT': -0.004009848983784252, 'Pharma': -0.0033145823309141354}"
2021-01-15,2023-01-25,0.03403143787235376,0.03968559139669488,-0.999882632364815,"{'Consumer': -0.0021307231199302044, 'Energy': -0.004352799343971114, 'Finance': -0.004149745753171443, 'IT': -0.003955535941421873, 'Pharma': -0.003231997709855572}"
2021-02-16,2023-02-24,0.03297965485450872,0.03916480193638747,-0.9998534043233716,"{'Consumer': -0.0020965410876882316, 'Energy': -0.004139254817795765, 'Finance': -0.003925973404153146, 'IT': -0.004005173387538638, 'Pharma': -0.0031866257074723765}"
2021-03-18,2023-03-28,0.03121574113486921,0.03783235230280558,-0.9998068099908018,"{'Consumer': -0.002071448423287578, 'Energy': -0.004049987426557507, 'Finance': -0.003757271301348112, 'IT': -0.003949717888152289, 'Pharma': -0.0030266767185089644}"
2021-04-22,2023-05-03,0.029469530329813417,0.036290406123154845,-0.9997313482662157,"{'Consumer': -0.0019389564214150898, 'Energy': -0.003695259742216678, 'Finance': -0.0034916482453798284, 'IT': -0.003968383650914739, 'Pharma': -0.0030750888952843646}"
2021-05-24,2023-06-01,0.02928707893248626,0.03614982134054916,-0.9997160232893131,"{'Consumer': -0.0019801047229420195, 'Energy': -0.003699690272664151, 'Finance': -0.003375783201971809, 'IT': -0.003974229732412118, 'Pharma': -0.0030307840555901288}"
2021-06-22,2023-07-03,0.02932651069686306,0.03618163777561465,-0.9997190047129575,"{'Consumer': -0.0020128887991741388, 'Energy': -0.003685956549904485, 'Finance': -0.0033615975907184932, 'IT': -0.004041248468023492, 'Pharma': -0.0029908983789697008}"
2021-07-22,2023-08-01,0.029432174784854794,0.03628408130794396,-0.9997243996256573,"{'Consumer': -0.002094255347283645, 'Energy': -0.0036569151989646175, 'Finance': -0.003292266239875568, 'IT': -0.004107924774799017, 'Pharma': -0.0029596470202798}"
2021-08-23,2023-08-31,0.02917938567277207,0.03608195359114072,-0.9997174238572968,"{'Consumer': -0.0021875024116090836, 'Energy': -0.0036839600595688993, 'Finance': -0.0033077739217859843, 'IT': -0.004129223801948001, 'Pharma': -0.002764476366181985}"
2021-09-22,2023-10-03,0.02937578445137938,0.03609538924245506,-0.9997322296808179,"{'Consumer': -0.0022614778753239405, 'Energy': -0.0037063712822357478, 'Finance': -0.003325104046032557, 'IT': -0.004147707532008866, 'Pharma': -0.002739076818729872}"
2021-10-22,2023-11-02,0.029454876871211417,0.03612745983538364,-0.9997469035466217,"{'Consumer': -0.002253096245705855, 'Energy': -0.003640461275095287, 'Finance': -0.003424552073773532, 'IT': -0.004184803301098748, 'Pharma': -0.002806238299417889}"
2021-11-24,2023-12-05,0.0288097408312228,0.0350256993637941,-0.9996574517725277,"{'Consumer': -0.002173128425785497, 'Energy': -0.003492178313638929, 'Finance': -0.0033214603237367154, 'IT': -0.004118413115781274, 'Pharma': -0.002603979622306836}"
2021-12-23,2024-01-04,0.028430327165831652,0.03440133076792427,-0.9995802076151367,"{'Consumer': -0.0020402990704737347, 'Energy': -0.0033241983515446528, 'Finance': -0.0031155002719871388, 'IT': -0.0041916648546831215, 'Pharma': -0.002616696219280004}"
2022-01-21,2024-02-06,0.028750282509723873,0.03476738707751558,-0.9996115942291629,"{'Consumer': -0.0020968298961618857, 'Energy': -0.0034273566883070805, 'Finance': -0.0031323800472564034, 'IT': -0.004272680070893337, 'Pharma': -0.0025537199240348992}"
2022-02-22,2024-03-06,0.02781174981880112,0.03286985225917222,-0.9994048325050962,"{'Consumer': -0.001928242767337001, 'Energy': -0.0034231830766060056, 'Finance': -0.0029182953368217537, 'IT': -0.004040992802056567, 'Pharma': -0.002333855831287105}"
2022-03-25,2024-04-09,0.026807232383011508,0.03074819983786636,-0.9990562311557039,"{'Consumer': -0.0017836586760931056, 'Energy': -0.0032778473105604953, 'Finance': -0.002398595610397526, 'IT': -0.003991052865723166, 'Pharma': -0.002288356302802477}"
